,Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
33,2004-03-12,03:00:00,0.8,888.75,1.8694446351370275,574.25,51.5,1680.25,61.5,1187.0,512.0,6.9750000238419,62.27499961853,0.6261075278097894
34,2004-03-12,04:00:00,0.7,831.0,1.0682926116418547,505.75,21.0,1892.75,32.0,1133.75,384.0,6.1000000238419,65.900001525879,0.6247536319724682
35,2004-03-12,05:00:00,0.6,847.25,1.0224145989759525,501.25,30.0,1894.5,44.0,1154.75,394.0,6.2749999761581,64.97500038147,0.6232823211022999
36,2004-03-12,06:00:00,0.8,927.0,1.8304312258349797,571.25,56.0,1684.75,71.0,1222.75,486.5,6.75,62.949999809265,0.6234275392144519
37,2004-03-12,07:00:00,1.4,1090.5,4.359340996864498,730.25,109.0,1387.0,104.0,1360.75,748.25,6.4499999284744,65.075001716614,0.6316281144389537
38,2004-03-12,08:00:00,4.4,1587.0,17.865586704833834,1235.5,307.0,896.5,141.0,1900.25,1400.25,7.3250000476837,63.14999961853,0.6499331393073879
39,2004-03-12,09:00:00,3.75,1544.5,22.074162063223632,1353.0,247.0,767.25,131.5,2058.0,1587.75,9.2250000238419,56.199998855591,0.6560651189171942
40,2004-03-12,10:00:00,3.1,1350.25,14.02701136675159,1117.5,187.0,912.0,122.0,1711.75,1237.0,13.224999904633,41.749999046326,0.6319501309937225
41,2004-03-12,11:00:00,2.7,1262.75,11.645646559704057,1037.25,216.0,969.0,143.0,1598.25,1166.5,14.325000047684,38.449999809265,0.6243042942153901
42,2004-03-12,12:00:00,2.1,1206.25,10.224662143952827,986.0,143.0,1034.5,113.0,1537.0,959.0,15.025000095367,36.5,0.6195323226057363
43,2004-03-12,13:00:00,2.5,1251.5,11.039936039300839,1015.75,160.0,1007.5,116.0,1592.75,983.0,16.100000143051,34.474999427795,0.6261647401566796
44,2004-03-12,14:00:00,2.7,1287.0,12.816446196415624,1077.5,163.0,948.75,123.0,1660.25,1060.75,16.275000572205,35.72500038147,0.6560306119627572
45,2004-03-12,15:00:00,2.9,1352.75,14.173851177910128,1122.25,190.0,921.75,126.0,1740.0,1139.25,15.825000047684,37.02499961853,0.6609611395034868
46,2004-03-12,16:00:00,2.8,1309.0,12.690568103372724,1073.25,178.0,954.0,120.0,1657.25,1112.25,15.874999761581,37.175000190735,0.6657285250911997
47,2004-03-12,17:00:00,2.4,1274.0,11.738405416264687,1040.5,150.0,1005.75,119.0,1609.75,993.75,16.875000238419,34.349999427795,0.6549085143270723
48,2004-03-12,18:00:00,3.9,1509.5,19.290974886272963,1276.5,206.0,812.25,149.0,1909.75,1409.5,15.149999856949,39.550000190735,0.6766265078085045
49,2004-03-12,19:00:00,3.7,1525.25,18.226178291697384,1246.0,202.0,821.0,145.0,1846.75,1447.75,14.399999856949,43.425000190735,0.7084497598177374
50,2004-03-12,20:00:00,6.6,1843.0,32.55627834707047,1609.75,340.0,624.0,170.0,2390.25,1886.5,12.875,50.525000572205,0.7478032188508966
51,2004-03-12,21:00:00,4.4,1597.75,20.092943564494178,1299.0,274.0,752.0,149.0,1940.5,1626.75,12.149999856949,53.349999427795,0.7536202227825304
52,2004-03-12,22:00:00,3.5,1483.5,14.321342422629458,1127.0,253.0,839.0,139.0,1723.0,1491.0,10.975000143051,59.125000953674,0.7739800033862854
53,2004-03-12,23:00:00,5.4,1677.25,21.81286506943192,1346.0,300.0,740.5,134.0,2062.0,1657.0,9.6749999523163,64.624999046326,0.7770739425473616
54,2004-03-13,00:00:00,2.7,1279.5,9.638999814518419,964.0,193.0,962.5,113.0,1543.5,1285.25,9.4500002861023,64.125,0.7597465282359432
55,2004-03-13,01:00:00,1.9,1196.25,7.375139467546298,873.0,139.0,1071.25,97.0,1463.25,1144.25,9.1499998569489,63.900001525879,0.7422764129225364
56,2004-03-13,02:00:00,1.6,1183.75,5.369604169687442,781.75,83.0,1176.25,82.0,1364.5,1042.75,8.7999999523163,63.924998283386,0.7256153712649386
57,2004-03-13,03:00:00,1.7,1171.75,5.390103939543701,782.75,96.0,1178.5,82.5,1379.75,995.5,7.8000000715256,67.52499961853,0.7173121148941005
58,2004-03-13,04:00:00,1.35,1147.0,6.199041963295953,821.0,109.0,1132.25,83.0,1411.75,991.5,7.0,71.075000762939,0.7157784693036635
59,2004-03-13,05:00:00,1.0,978.25,2.577932199377853,624.75,62.0,1420.25,65.0,1274.25,819.25,8.2999999523163,63.574999809265,0.6981546204756909
60,2004-03-13,06:00:00,1.2,1099.5,2.908548009422834,646.25,53.0,1406.25,60.0,1267.5,835.0,7.2000000476837,67.47500038147,0.6886721470838881
61,2004-03-13,07:00:00,1.5,1112.25,5.136255828724421,770.25,139.0,1228.0,77.0,1408.5,939.75,6.3499999046326,71.89999961853,0.6931985587343715
62,2004-03-13,08:00:00,2.7,1335.5,11.817138600992351,1043.25,256.0,935.25,96.0,1678.0,1191.75,6.450000166893,71.550001144409,0.6944754797176015
63,2004-03-13,09:00:00,3.7,1408.3333333333,15.140161198407567,1153.0,295.0,830.33333333333,119.0,1776.6666666667,1411.0,9.5666666030884,59.666667938232,0.7123665611992754
64,2004-03-13,10:00:00,3.2,1447.0,12.913063095907157,1080.75,250.0,868.5,126.0,1666.75,1465.0,12.375,51.175000190735,0.7334583850640767
65,2004-03-13,11:00:00,4.1,1541.5,16.133508844949027,1183.75,296.0,808.25,158.0,1779.75,1582.5,15.649999856949,42.199999809265,0.7450937577774329
66,2004-03-13,12:00:00,3.6,1451.25,14.019301019815009,1117.25,239.0,875.25,161.0,1679.25,1387.25,18.400000095367,33.824999809265,0.708963570176462
67,2004-03-13,13:00:00,2.8,1328.25,12.279664077200536,1059.25,153.0,986.5,124.0,1599.5,1100.5,19.35000038147,31.275000095367,0.6950081047527402
68,2004-03-13,14:00:00,2.0,1206.5,8.618412576532277,924.25,118.0,1087.75,102.0,1488.25,849.75,18.02499961853,34.800000190735,0.7126738741944919
69,2004-03-13,15:00:00,2.0,1239.5,9.196566740238417,947.0,119.0,1049.0,116.0,1531.75,947.0,18.375,33.64999961853,0.704207020809635
70,2004-03-13,16:00:00,2.5,1306.0,10.244887084344466,986.75,138.0,1004.0,124.0,1554.0,1078.0,17.625,35.10000038147,0.7012032509364389
71,2004-03-13,17:00:00,2.3,1326.0,10.611844460473737,1000.25,148.0,975.5,125.0,1601.5,1083.75,16.675000190735,37.799999237061,0.7117364038435915
72,2004-03-13,18:00:00,3.2,1472.75,15.452209964915284,1162.75,227.0,830.5,148.0,1779.0,1394.75,16.099999904633,41.02499961853,0.7451314943585404
73,2004-03-13,19:00:00,4.2,1609.0,19.636784663917272,1286.25,277.0,757.5,165.0,1922.0,1611.5,15.825000047684,42.400000572205,0.7569143276676089
74,2004-03-13,20:00:00,4.2,1610.75,19.202727916183612,1274.0,279.0,754.25,161.0,1915.0,1697.25,15.650000095367,44.10000038147,0.7786406550707863
75,2004-03-13,21:00:00,4.2,1620.5,18.269310357149713,1247.25,283.0,762.0,159.0,1860.0,1885.5,15.325000047684,46.775000572205,0.8091244285768237
76,2004-03-13,22:00:00,3.1,1444.25,13.14470430189378,1088.5,214.0,844.0,143.0,1747.5,1623.75,14.649999856949,48.625,0.8059694141072296
77,2004-03-13,23:00:00,2.6,1418.0,10.873367154415865,1009.75,172.0,892.0,130.0,1603.0,1536.25,14.700000286102,49.275000572205,0.8193361244198358
78,2004-03-14,00:00:00,2.9,1533.5,10.963457959141822,1013.0,190.0,888.5,129.0,1610.75,1534.75,13.949999809265,53.60000038147,0.8497717204331877
79,2004-03-14,01:00:00,2.8,1483.5,11.86017851848332,1044.75,174.0,879.75,119.0,1624.25,1529.75,14.649999856949,51.5,0.8536231326791223
80,2004-03-14,02:00:00,2.5,1366.75,8.624678823055866,924.5,128.0,952.5,104.0,1543.0,1337.0,12.549999952316,58.900000572205,0.8537400738793904
81,2004-03-14,03:00:00,2.4,1344.0,9.737786456670193,967.75,99.0,920.5,93.0,1619.75,1278.25,11.649999856949,63.425000190735,0.8674492315744939
82,2004-03-14,04:00:00,1.7999999999999998,1129.5,5.191654203204007,773.0,70.0,1130.25,82.0,1451.75,1050.5,12.099999904633,61.100001335144,0.8603162131672637
83,2004-03-14,05:00:00,1.2,1062.0,3.650423146324865,691.0,53.0,1271.5,70.0,1376.75,929.0,11.475000143051,63.10000038147,0.8532753834381319
84,2004-03-14,06:00:00,1.0,1075.75,2.4813419346402656,618.25,44.0,1395.25,63.0,1333.0,872.25,11.599999904633,62.150000572205,0.8472636259100265
85,2004-03-14,07:00:00,0.9,1028.25,2.4299844022774177,614.75,74.0,1383.5,67.0,1340.0,853.0,10.399999856949,67.649998664856,0.8529987302926639
86,2004-03-14,08:00:00,1.4,1154.5,4.210510136054915,722.25,101.0,1224.75,84.0,1413.75,959.25,11.574999809265,62.674999237061,0.8530382230087753
87,2004-03-14,09:00:00,1.6,1235.25,6.352276711074662,828.0,118.0,1055.25,83.0,1527.0,1093.25,12.424999952316,60.0,0.8627151273296463
88,2004-03-14,10:00:00,2.2,1331.5,8.587110474608117,923.0,144.0,951.75,98.0,1613.75,1225.0,14.525000095367,53.074999809265,0.8727816223552813
89,2004-03-14,11:00:00,2.8,1444.75,10.859535166937011,1009.25,176.0,878.25,114.0,1696.0,1355.25,16.875000476837,46.099999427795,0.8789310942666374
90,2004-03-14,12:00:00,2.8,1415.5,10.659815662688954,1002.0,161.0,906.75,119.0,1676.5,1261.5,19.300000190735,38.25,0.8474048021414429
91,2004-03-14,13:00:00,2.0,1281.25,7.540072456167103,880.0,113.0,1083.75,104.0,1525.0,980.0,21.174999713898,31.449999809265,0.7811957165002227
92,2004-03-14,14:00:00,1.8,1207.25,7.5045987950378565,878.5,103.0,1103.5,102.0,1489.5,872.25,21.424999713898,30.199999809265,0.7615918767626616
93,2004-03-14,15:00:00,1.9,1257.75,8.160112924625768,905.75,112.0,1081.25,107.0,1511.0,900.25,21.925000190735,28.950000286102,0.7524589545694458
94,2004-03-14,16:00:00,3.0,1457.75,11.867358322901142,1045.0,170.0,973.75,129.0,1646.0,1098.5,22.224999904633,28.39999961853,0.7516273241188697
95,2004-03-14,17:00:00,2.9,1437.75,12.033004745084428,1050.75,180.0,942.5,128.0,1667.5,1206.25,21.299999713898,30.75,0.7696154919144513
96,2004-03-14,18:00:00,2.5,1477.75,12.163323306748472,1055.25,160.0,929.25,121.0,1670.75,1262.25,19.650000095367,36.699999809265,0.8307061318496992
97,2004-03-14,19:00:00,4.6,1807.5,20.57171487732563,1312.25,261.0,753.25,157.0,1992.75,1697.75,18.374999523163,41.72500038147,0.8731957705577488
98,2004-03-14,20:00:00,5.9,1898.0,23.142125805295404,1381.25,325.0,680.5,173.0,2102.75,1904.75,17.625,46.099999427795,0.9209535360575977
99,2004-03-14,21:00:00,3.4,1559.5,14.720453409836011,1139.75,217.0,783.75,146.0,1817.5,1648.0,16.650000095367,49.575000762939,0.9319900473249648
100,2004-03-14,22:00:00,2.1,1324.25,9.004199247323303,939.5,146.0,923.5,121.0,1587.0,1422.75,16.25,50.950000762939,0.9341472131622557
101,2004-03-14,23:00:00,2.2,1348.75,8.83888507899354,933.0,152.0,933.0,119.0,1616.5,1348.75,14.725000143051,55.925000190735,0.9313856224921276
102,2004-03-15,00:00:00,1.8,1238.75,7.3575603748787675,872.25,104.0,985.0,99.0,1546.5,1250.25,14.825000047684,54.675001144409,0.9163543254683045
103,2004-03-15,01:00:00,1.8,1239.0,6.918207216219388,853.25,106.0,1010.25,93.0,1543.25,1173.75,14.049999952316,57.0,0.9094489367663466
104,2004-03-15,02:00:00,1.8,1223.75,6.958191195775006,855.0,108.0,998.25,88.0,1565.75,1148.75,13.350000143051,61.349999427795,0.936085703142246
105,2004-03-15,03:00:00,1.1,1078.25,4.429862930483551,734.0,87.0,1128.25,79.5,1486.75,1020.5,12.599999904633,63.474999427795,0.9230174218998716
106,2004-03-15,04:00:00,1.05,1077.5,3.9959242929204266,710.5,66.0,1150.0,71.0,1467.5,1012.75,12.349999904633,65.35000038147,0.9351122865764487
107,2004-03-15,05:00:00,1.0,1074.5,3.8659143375749494,703.25,88.0,1155.75,74.0,1463.75,1010.0,11.899999856949,67.449998855591,0.9375381769341324
108,2004-03-15,06:00:00,1.4,1156.75,6.3853200900791585,829.5,138.0,1029.5,80.0,1584.0,1083.0,11.375,70.52499961853,0.9475162243381903
109,2004-03-15,07:00:00,2.2,1314.0,9.685046806517573,965.75,228.0,896.75,89.0,1710.25,1234.75,11.324999809265,70.200000762939,0.940095096018487
110,2004-03-15,08:00:00,5.5,1796.75,25.870457660998934,1451.0,360.0,652.0,114.0,2323.0,1679.5,12.400000095367,63.875000953674,0.9169546941482681
111,2004-03-15,09:00:00,8.1,1961.25,36.69206253067248,1701.0,478.0,536.75,149.0,2665.25,2184.25,14.774999856949,54.324999809265,0.9076095360418625
112,2004-03-15,10:00:00,5.8,1770.5,26.6360247644022,1470.0,394.0,621.5,157.0,2261.5,1973.0,17.400000095367,45.64999961853,0.8992981706467373
113,2004-03-15,11:00:00,4.2,1563.5,20.11092309343549,1299.5,319.0,709.75,155.0,2029.0,1798.25,19.800000190735,38.525000572205,0.880059991386787
114,2004-03-15,12:00:00,3.1,1430.0,14.096485799877708,1119.75,201.0,830.5,134.0,1783.25,1522.0,22.025000095367,34.050000190735,0.8903685188126028
115,2004-03-15,13:00:00,2.9,1417.25,14.9257192296359,1146.25,171.0,829.5,119.0,1830.5,1404.0,23.324999809265,32.174999237061,0.9095992195673936
116,2004-03-15,14:00:00,2.9,1400.25,15.436141471547911,1162.25,159.0,838.25,111.0,1828.5,1263.25,23.875,29.97500038147,0.8756585288124981
117,2004-03-15,15:00:00,2.5,1317.25,12.09085021877653,1052.75,153.0,926.0,104.0,1706.75,1137.0,24.449999809265,28.900000095367,0.873591912397843
118,2004-03-15,16:00:00,2.3,1317.75,11.524820242423965,1033.0,143.0,949.75,99.0,1675.0,1068.0,24.375,29.39999961853,0.8847617117200978
119,2004-03-15,17:00:00,2.8,1445.25,14.759833471701361,1141.0,156.0,856.5,110.0,1823.5,1251.5,23.849999904633,31.325000762939,0.913735211108514
120,2004-03-15,18:00:00,6.1,1917.0,32.14884367945396,1600.5,314.0,631.25,162.0,2447.0,1843.25,22.549999237061,35.375000953674,0.9546998207473483
121,2004-03-15,19:00:00,8.0,2039.75,39.20233967931091,1754.25,404.0,542.25,187.0,2679.0,2122.25,20.425000667572,42.5,1.0086313341074233
122,2004-03-15,20:00:00,6.5,1894.75,30.961305060452627,1573.25,320.0,565.0,165.0,2442.75,1991.5,18.275000095367,52.625000953674,1.0945180933132785
123,2004-03-15,21:00:00,4.2,1594.5,19.895621463254436,1293.5,256.0,678.25,145.0,2057.5,1707.0,16.650000095367,57.375,1.0786268914239705
124,2004-03-15,22:00:00,3.2,1438.5,15.31585504960172,1158.5,193.0,764.25,125.0,1856.25,1494.25,15.699999809265,60.150000572205,1.0653715549625937
125,2004-03-15,23:00:00,1.4,1141.5,6.895403347240391,852.25,89.0,1008.25,101.0,1547.25,1164.25,15.250000238419,61.449998855591,1.0579554990778919
126,2004-03-16,00:00:00,2.1,1303.6666666667,11.139929168771717,1019.3333333333,127.0,852.33333333333,103.0,1731.3333333333,1271.6666666667,14.066666603088,65.699999491374,1.049372403097042
127,2004-03-16,01:00:00,1.2,1074.25,5.40550061636386,783.5,79.0,1097.75,88.0,1483.0,1039.75,14.825000047684,60.550001144409,1.0148194658330398
128,2004-03-16,02:00:00,0.8,968.0,2.810688037123539,640.0,43.0,1319.5,61.0,1385.75,866.75,14.75,59.224999427795,0.9879081107816498
129,2004-03-16,03:00:00,0.7,929.25,2.325061547147355,607.5,51.0,1375.5,60.0,1364.25,825.75,13.624999761581,62.050000190735,0.9635549956184191
130,2004-03-16,04:00:00,0.6499999999999999,941.0,2.5891783027743425,625.5,59.0,1315.75,59.0,1373.25,839.75,12.324999809265,66.150000572205,0.9450361951968503
131,2004-03-16,05:00:00,0.6,937.0,2.0087426345174735,584.75,38.0,1411.5,52.0,1348.0,792.5,12.75,63.22500038147,0.9282898040213576
132,2004-03-16,06:00:00,0.9,1017.0,3.4826893251173856,681.25,82.0,1245.75,64.0,1417.5,869.5,11.174999952316,68.47500038147,0.9081071231015929
133,2004-03-16,07:00:00,1.3,1171.25,5.131232180692032,770.0,99.0,1161.75,70.0,1466.75,930.0,10.975000143051,66.5,0.8705229495981881
134,2004-03-16,08:00:00,3.4,1541.0,16.17445704918363,1185.0,263.0,770.0,97.0,1888.75,1406.5,11.674999952316,63.650000572205,0.8719365877065632
135,2004-03-16,09:00:00,3.7,1539.25,19.663493856394243,1287.0,229.0,697.5,95.0,2054.75,1507.0,13.625,56.299999237061,0.8742650471769098
136,2004-03-16,10:00:00,5.3,1734.75,25.05515030336349,1430.5,396.0,628.25,150.0,2211.0,1843.25,17.824999332428,42.875,0.8672254631723162
137,2004-03-16,11:00:00,4.1,1571.0,20.003148782861153,1296.5,314.0,730.0,162.0,1972.75,1729.0,21.449999809265,33.324999332428,0.8416712958240697
138,2004-03-16,12:00:00,3.3,1451.75,18.347057576589474,1249.5,217.0,775.5,154.0,1868.25,1583.25,24.375,27.35000038147,0.8230691655452694
139,2004-03-16,13:00:00,4.0,1579.0,22.308582975669996,1359.25,252.0,724.0,161.0,1997.75,1670.75,25.250000476837,26.075000286102,0.8263807552458209
140,2004-03-16,14:00:00,3.8,1466.25,20.444779979264574,1308.75,263.0,772.5,161.0,1897.0,1491.25,25.825000286102,23.150000095367,0.7589369630881299
141,2004-03-16,15:00:00,2.8,1279.75,14.610427960363092,1136.25,180.0,892.75,128.0,1675.25,1239.75,27.0,20.200000286102,0.7093615130294146
142,2004-03-16,16:00:00,2.9,1407.0,16.553254344130867,1196.5,184.0,905.25,129.0,1758.75,1313.0,28.249999523163,18.574999809265,0.7013857388336394
143,2004-03-16,17:00:00,2.9,1388.75,15.78318309681854,1173.0,190.0,898.25,133.0,1739.0,1363.25,27.974999904633,19.10000038147,0.709825085363188
144,2004-03-16,18:00:00,3.4,1447.25,17.83994777641898,1234.75,184.0,858.75,139.0,1778.0,1295.75,23.900000095367,25.699999809265,0.7518910408124666
145,2004-03-16,19:00:00,3.9,1551.0,19.09705933715707,1271.0,181.0,800.25,137.0,1874.5,1432.25,21.349999904633,34.77499961853,0.8729931333855647
146,2004-03-16,20:00:00,3.2,1473.5,15.766968720541028,1172.5,166.0,854.25,143.0,1776.0,1431.75,20.425000190735,36.675000190735,0.870389489318189
147,2004-03-16,21:00:00,5.1,1799.5,24.877671870607216,1426.0,317.0,700.0,177.0,2105.5,2033.5,19.025000095367,41.349999427795,0.9007307308826996
148,2004-03-16,22:00:00,2.6,1379.25,13.529604730694471,1101.25,184.0,817.5,138.0,1710.0,1601.75,17.925000190735,45.900000572205,0.9341860450216591
149,2004-03-16,23:00:00,1.7,1200.5,9.087345626567226,942.75,130.0,935.0,117.0,1559.75,1361.75,16.700000286102,48.925000190735,0.9226499255272292
150,2004-03-17,00:00:00,1.7,1204.75,8.630947011140279,924.75,132.0,922.0,107.0,1546.5,1314.25,15.524999856949,52.925000190735,0.9271282297880028
151,2004-03-17,01:00:00,1.2,1071.5,5.415775467693622,784.0,95.0,1065.5,90.0,1441.75,1113.75,15.475000143051,51.875,0.9058752804047421
152,2004-03-17,02:00:00,0.9,997.75,4.050256979222614,713.5,70.0,1169.25,79.0,1383.25,991.5,14.125,55.575000762939,0.8909558056211343
153,2004-03-17,03:00:00,0.7,933.25,2.5816785814911887,625.0,62.0,1291.5,69.5,1331.5,883.75,13.050000190735,57.900000572205,0.8666330082051409
154,2004-03-17,04:00:00,0.6,882.75,1.8989345905963815,576.5,54.0,1396.0,60.0,1303.25,808.25,12.650000333786,57.900000572205,0.8446603528823093
155,2004-03-17,05:00:00,0.5,868.75,1.6068282575436197,553.5,28.0,1459.5,40.0,1267.75,667.0,11.824999809265,58.025000572205,0.8026319321159456
156,2004-03-17,06:00:00,0.5,890.75,1.8956482143938895,576.25,46.0,1416.5,53.0,1289.25,733.0,11.900000095367,57.39999961853,0.7978457040872352
157,2004-03-17,07:00:00,1.6,1172.75,7.486888715241108,877.75,160.0,1038.0,84.0,1556.25,1051.75,9.9000000953674,65.199999809265,0.7956455570632858
158,2004-03-17,08:00:00,4.1,1587.25,21.358791467770352,1333.75,320.0,702.25,108.0,1998.75,1533.5,11.125,60.200000762939,0.7957756867981807
159,2004-03-17,09:00:00,6.6,1851.5,36.44841296784668,1695.75,377.0,552.75,127.0,2535.25,1931.0,14.124999761581,50.024998664856,0.8019804174284915
160,2004-03-17,10:00:00,4.3,1521.5,21.266624095947368,1331.25,280.0,702.5,134.0,2025.75,1733.75,17.699999809265,40.099999427795,0.8048291453438373
161,2004-03-17,11:00:00,2.9,1438.25,15.387978763390306,1160.75,221.0,818.5,135.0,1781.5,1595.0,21.10000038147,33.425000190735,0.8264862161367829
162,2004-03-17,12:00:00,2.5,1393.25,12.49907422494975,1066.75,210.0,905.0,142.0,1654.25,1489.75,24.300000190735,28.275000572205,0.8471276904737085
163,2004-03-17,13:00:00,2.8,1452.0,15.108309746474148,1152.0,204.0,860.5,153.0,1747.0,1507.5,25.575000286102,25.550000190735,0.8253948829277935
164,2004-03-17,14:00:00,2.6,1389.25,13.73529005407188,1108.0,161.0,886.5,123.0,1711.5,1334.0,25.85000038147,25.900000095367,0.8503393425785896
165,2004-03-17,15:00:00,2.0,1207.0,10.434474065314543,993.75,135.0,1013.0,104.0,1519.5,1044.75,26.824999809265,18.699999809265,0.6500177450710016
166,2004-03-17,16:00:00,2.9,1365.25,15.164068552106674,1153.75,186.0,939.5,129.0,1678.5,1221.25,29.275000095367,15.750000238419,0.6308904544623257
167,2004-03-17,17:00:00,2.5,1247.0,12.308823018501508,1060.25,147.0,1032.0,114.0,1524.75,1068.5,28.5,14.900000095367,0.5708019092283132
168,2004-03-17,18:00:00,5.0,1556.75,26.95102501389812,1477.75,299.0,793.0,158.0,1980.5,1568.5,25.85000038147,15.950000286102,0.5236645833000759
